party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
PSDI,17,1,0,1987,0.027858226,0.02034077,0.021645525,ITA,Goria,0,1,0,4.6205556,5.4,3,31,Italian Democratic Socialist Party,26,17,2.6984127,4.0743632,0,1,0.040963855,0.096774191,0.027027028,0,0,0,0,0,0,0,1,0,0,0,0,0
FDLV,13,0,0,1987,0.023169218,0.016899766,0.016462443,ITA,Goria,0,0,0,1.7777778,,0,31,Green Lists,26,17,2.0634921,4.0743632,0,1,0.031325303,0,0.020667726,0,0,0,0,0,0,0,1,0,0,0,0,0
LL,1,0,0,1987,0.001654944,0.001126651,0.001202833,ITA,Goria,0,0,0,,,0,31,Lombard League,26,17,0.15873016,4.0743632,0,1,0.002409639,0,0.001589825,0,0,0,0,0,0,0,1,0,0,0,0,0
D66,7,1,0,2002,0.044491526,0.044841271,0.044272318,NLD,Balkenende I,0,0,0,4.4204445,4.4,0,14,Libertarians,8,74,4.6666665,5.7929969,0,1,0.045454547,0,0.046666667,0,0,0,0,0,0,0,0,0,1,0,0,0
LPF,26,0,0,2002,0.15889831,0.15992063,0.16145357,NLD,Balkenende I,0,1,0,8.375,,4,14,Fortuyn List,8,74,17.333334,5.7929969,0,1,0.17424242,0.2857143,0.17333333,0,0,0,0,0,0,0,0,0,1,0,0,0
CU,4,0,0,2002,0.016949153,0.01626984,0.022637658,NLD,Balkenende I,0,0,0,6.315,,0,14,ChristianUnion -- Reformed Political Party,8,74,2.6666667,5.7929969,0,1,0.022727273,0,0.026666667,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,10,0,0,2002,0.05720339,0.064682543,0.062717818,NLD,Balkenende I,0,0,0,2.0366666,,0,14,Green Left,8,74,6.6666665,5.7929969,0,1,0.06818182,0,0.06666667,0,0,0,0,0,0,0,0,0,1,0,0,0
SP,9,0,0,2002,0.055084746,0.060714286,0.058126133,NLD,Balkenende I,0,0,0,1.2425,0.6,0,14,Socialist Party,8,74,6,5.7929969,0,1,0.060606062,0,0.059999999,0,0,0,0,0,0,0,0,0,1,0,0,0
SGP,2,0,0,2002,0.01059322,0.01031746,0.012018758,NLD,Balkenende I,0,0,0,8.4472222,9.2,0,14,Political Reformed Party,8,74,1.3333334,5.7929969,0,1,0.015151516,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
LN,2,0,0,2002,0.01059322,0.01031746,0.011800645,NLD,Balkenende I,0,0,0,,,0,14,Livable Netherlands,8,74,1.3333334,5.7929969,0,1,0.015151516,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,43,0,0,2002,0.35805085,0.34960318,0.34385374,NLD,Balkenende I,0,1,1,5.8017777,5.7,6,14,Christian Democrats,8,74,28.666666,5.7929969,0,1,0.28787878,0.42857143,0.28666666,0,0,0,0,0,0,0,0,0,1,0,0,0
VVD,24,1,0,2002,0.14830509,0.14642857,0.14585133,NLD,Balkenende I,0,1,0,7.2037778,7.4,4,14,People's Party for Freedom and Democracy,8,74,16,5.7929969,0,1,0.15909091,0.2857143,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,23,1,1,2002,0.13983051,0.13690476,0.13726802,NLD,Balkenende I,0,0,0,3.5371111,2.6,0,14,Labour,8,74,15.333333,5.7929969,0,1,0.15151516,0,0.15333334,0,0,0,0,0,0,0,0,0,1,0,0,0
GRUE,49,0,0,1994,0.16666667,0.16666667,0.16811985,DEU,Kohl V,0,0,0,2.8744444,2.8,0,18,Alliance 90 / Greens,54,595,7.2916665,3.4458909,0,1,0.2,0,0.072916664,0,0,1,0,0,0,0,0,0,0,0,0,0
PDS,30,0,0,1994,0,0,0.019401394,DEU,Kohl V,0,0,0,1.1830556,,0,18,Party for Democratic Socialism,54,595,4.4642859,3.4458909,0,1,0,0,0.044642858,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,252,0,0,1994,0.16666667,0.16666667,0.18413492,DEU,Kohl V,0,0,0,3.5988889,3.3,0,18,Social Democratic Party of Germany,54,595,37.5,3.4458909,0,1,0.2,0,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0
CDU/CSU,294,1,1,1994,0.5,0.5,0.47379762,DEU,Kohl V,0,1,1,6.1757778,6.7,15,18,Christian Democratic Union,54,595,36.309525,3.4458909,0,1,0.40000001,0.83333331,0.4375,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,47,1,0,1994,0.16666667,0.16666667,0.15454622,DEU,Kohl V,0,1,0,5.8064444,5.1,3,18,Free Democratic Party,54,595,6.9940476,3.4458909,0,1,0.2,0.16666667,0.069940478,0,0,1,0,0,0,0,0,0,0,0,0,0
C,31,0,0,1991,0.07692308,0.076190479,0.078792118,SWE,Bildt,0,1,0,5.7886666,5.9,3,21,Centre Party,35,472,8.8825216,4.1926613,1,0,0.090909094,0.15000001,0.088825218,0,0,0,0,0,0,0,0,0,0,0,0,1
V,16,0,0,1991,0.07692308,0.076190479,0.067506582,SWE,Bildt,0,0,0,1.5791111,1.2,0,21,Left Party (Communists),35,472,4.584527,4.1926613,1,0,0.090909094,0,0.045845274,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,33,0,0,1991,0.07692308,0.076190479,0.086179718,SWE,Bildt,0,1,0,6.1551111,5.5,4,21,Liberals,35,472,9.4555874,4.1926613,1,0,0.090909094,0.2,0.094555877,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,26,0,0,1991,0.07692308,0.076190479,0.071747825,SWE,Bildt,0,1,0,7.0141667,,3,21,Christian Democrats,35,472,7.4498568,4.1926613,1,0,0.090909094,0.15000001,0.074498564,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,138,1,1,1991,0.5,0.47619048,0.48500484,SWE,Bildt,0,0,0,3.3653333,2.9,1,21,Social Democrats,35,472,39.541546,4.1926613,1,0,0.36363637,0.050000001,0.39541548,0,0,0,0,0,0,0,0,0,0,0,0,1
M,80,0,0,1991,0.11538462,0.14285715,0.14062093,SWE,Bildt,0,1,1,7.7642222,7.7,9,21,Moderate Party,35,472,22.922636,4.1926613,1,0,0.18181819,0.44999999,0.22922637,0,0,0,0,0,0,0,0,0,0,0,0,1
NYD,25,0,0,1991,0.07692308,0.076190479,0.070147984,SWE,Bildt,0,0,0,8.9944444,,0,21,New Democracy,35,472,7.1633239,4.1926613,1,0,0.090909094,0,0.071633235,0,0,0,0,0,0,0,0,0,0,0,0,1
SD,45,0,0,2007,0.27586207,0.29523811,0.28718701,DNK,Rasmussen F III,0,0,0,3.8689841,3.8,0,19,Social Democrats,21,174,25.139666,5.5655723,1,0,0.26923078,0,0.2647059,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,9,0,0,2007,0.017241379,0.014285714,0.019782307,DNK,Rasmussen F III,0,0,0,4.9697778,4.8,0,19,Danish Social-Liberal Party,21,174,5.0279331,5.5655723,1,0,0.03846154,0,0.052941177,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,23,0,0,2007,0.12068965,0.10952381,0.12166498,DNK,Rasmussen F III,0,0,0,2.1851429,1.9,0,19,Socialist Peoples Party,21,174,12.849162,5.5655723,1,0,0.11538462,0,0.13529412,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,18,1,0,2007,0.12068965,0.10952381,0.10700835,DNK,Rasmussen F III,0,1,0,7.1683492,7.3,7,19,Conservatives,21,174,10.055866,5.5655723,1,0,0.11538462,0.36842105,0.10588235,0,0,0,1,0,0,0,0,0,0,0,0,0
V,46,1,1,2007,0.27586207,0.29523811,0.29524714,DNK,Rasmussen F III,0,1,1,7.2685714,6.7,12,19,Liberal Party of Denmark,21,174,25.698324,5.5655723,1,0,0.26923078,0.63157892,0.27058825,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,4,0,0,2007,0.017241379,0.014285714,0.014749477,DNK,Rasmussen F III,0,0,0,1,,0,19,Red-Green Alliance,21,174,2.2346368,5.5655723,1,0,0.03846154,0,0.023529412,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,25,0,0,2007,0.15517241,0.14761905,0.13720056,DNK,Rasmussen F III,0,0,0,8.4590475,,0,19,Danish Peoples Party,21,174,13.96648,5.5655723,1,0,0.15384616,0,0.14705883,0,0,0,1,0,0,0,0,0,0,0,0,0
VVD,31,0,0,2010,0.21685606,0.22261904,0.2199484,NLD,Rutte,0,1,1,7.2037778,7.4,5,12,People's Party for Freedom and Democracy,8,530,20.666666,6.7446041,1,1,0.20666666,0.41666666,0.20666666,0,0,0,0,0,0,0,0,0,1,0,0,0
SP,15,0,0,2010,0.10511363,0.1031746,0.10134646,NLD,Rutte,0,0,0,1.2425,0.6,0,12,Socialist Party,8,530,10,6.7446041,1,1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0
CU,5,1,0,2010,0.029356061,0.026984127,0.0281948,NLD,Rutte,0,0,0,6.315,,0,12,ChristianUnion -- Reformed Political Party,8,530,3.3333333,6.7446041,1,1,0.033333335,0,0.033333335,0,0,0,0,0,0,0,0,0,1,0,0,0
D66,10,0,0,2010,0.061553031,0.057142857,0.058761742,NLD,Rutte,0,0,0,4.4204445,4.4,0,12,Libertarians,8,530,6.6666665,6.7446041,1,1,0.06666667,0,0.06666667,0,0,0,0,0,0,0,0,0,1,0,0,0
PVV,24,0,0,2010,0.15814394,0.15992063,0.15933573,NLD,Rutte,0,0,0,8.8,,0,12,Party for Freedom,8,530,16,6.7446041,1,1,0.16,0,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,21,1,1,2010,0.13920455,0.14325397,0.13918152,NLD,Rutte,0,1,0,5.8017777,5.7,7,12,Christian Democrats,8,530,14,6.7446041,1,1,0.14,0.58333331,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0
SGP,2,0,0,2010,0.008522727,0.007539683,0.012167831,NLD,Rutte,0,0,0,8.4472222,9.2,0,12,Political Reformed Party,8,530,1.3333334,6.7446041,1,1,0.013333334,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDD,2,0,0,2010,0.008522727,0.007539683,0.01156182,NLD,Rutte,0,0,0,,,0,12,Party for the Animals,8,530,1.3333334,6.7446041,1,1,0.013333334,0,0.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,10,0,0,2010,0.061553031,0.057142857,0.058747262,NLD,Rutte,0,0,0,2.0366666,,0,12,Green Left,8,530,6.6666665,6.7446041,1,1,0.06666667,0,0.06666667,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,30,0,0,2010,0.21117423,0.21468253,0.21075444,NLD,Rutte,0,0,0,3.5371111,2.6,0,12,Labour,8,530,20,6.7446041,1,1,0.2,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0
LN,60,0,0,2008,0.16037735,0.17380953,0.16991766,ITA,Berlusconi IV,0,1,0,7.6605556,,4,24,North League,26,111,9.5238094,3.0750279,0,1,0.18181819,0.16666667,0.095541403,0,0,0,0,0,0,0,1,0,0,0,0,0
SVP,2,0,0,2008,0.028301887,0.02142857,0.006817533,ITA,Berlusconi IV,0,0,0,5.4000001,,0,24,South Tyrol Peoples Party,26,111,0.31746033,3.0750279,0,1,0.045454547,0,0.003184713,0,0,0,0,0,0,0,1,0,0,0,0,0
PD,217,1,1,2008,0.16037735,0.17380953,0.16991766,ITA,Berlusconi IV,0,0,0,2.95,,0,24,Democratic Party,26,111,34.444443,3.0750279,0,1,0.18181819,0,0.34554139,0,0,0,0,0,0,0,1,0,0,0,0,0
IPDL,276,0,0,2008,0.44339624,0.45476189,0.47472408,ITA,Berlusconi IV,0,1,1,6.9677778,,20,24,The People of Freedom,26,111,43.809525,3.0750279,0,1,0.34090909,0.83333331,0.43949044,0,0,0,0,0,0,0,1,0,0,0,0,0
UDC,36,0,0,2008,0.10377359,0.08809524,0.10286126,ITA,Berlusconi IV,0,0,0,6.1666667,,0,24,Union of the Centre,26,111,5.7142859,3.0750279,0,1,0.11363637,0,0.057324842,0,0,0,0,0,0,0,1,0,0,0,0,0
IDV,29,1,0,2008,0.047169812,0.040476192,0.041780464,ITA,Berlusconi IV,0,0,0,4.915,,0,24,Italy of Values,26,111,4.6031747,3.0750279,0,1,0.06818182,0,0.046178345,0,0,0,0,0,0,0,1,0,0,0,0,0
MPA,8,0,0,2008,0.047169812,0.040476192,0.030441599,ITA,Berlusconi IV,0,0,0,,,0,24,Movement for Autonomy,26,111,1.2698413,3.0750279,0,1,0.06818182,0,0.012738854,0,0,0,0,0,0,0,1,0,0,0,0,0
KD,8,0,0,1991,0.031390134,0.03015873,0.028243564,FIN,Aho I,0,1,0,7.2257778,6.8,1,17,Finnish Christian Union,67,602,4,5.2452135,0,0,0.04255319,0.05882353,0.040201005,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,10,0,0,1991,0.031390134,0.03015873,0.034605429,FIN,Aho I,0,0,0,3.7008333,,0,17,Green League,67,602,5,5.2452135,0,0,0.04255319,0,0.050251257,0,0,0,0,1,0,0,0,0,0,0,0,0
RKP-SFP,11,1,0,1991,0.040358745,0.037301589,0.037486807,FIN,Aho I,0,1,0,6.3257778,6.1,2,17,Swedish Peoples Party,67,602,5.5,5.2452135,0,0,0.063829787,0.11764706,0.055276383,0,0,0,0,1,0,0,0,0,0,0,0,0
VAS,19,0,0,1991,0.049327355,0.04920635,0.047721021,FIN,Aho I,0,0,0,2.3719444,,0,17,Left Alliance,67,602,9.5,5.2452135,0,0,0.08510638,0,0.095477387,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,55,0,0,1991,0.31838566,0.33492064,0.32634804,FIN,Aho I,0,1,1,5.8053333,5.2,8,17,Centre Party,67,602,27.5,5.2452135,0,0,0.27659574,0.47058824,0.27638191,0,0,0,0,1,0,0,0,0,0,0,0,0
KOK,40,1,0,1991,0.23766816,0.21825397,0.22597963,FIN,Aho I,0,1,0,7.1597778,7.2,6,17,National Coalition Party,67,602,20,5.2452135,0,0,0.19148937,0.35294119,0.20100503,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,48,1,1,1991,0.25560537,0.26587301,0.27043316,FIN,Aho I,0,0,0,3.4931111,3,0,17,Social Democratic Party of Finland,67,602,24,5.2452135,0,0,0.23404256,0,0.24120604,0,0,0,0,1,0,0,0,0,0,0,0,0
L,1,1,0,1991,0.004484305,0.003968254,0.003726969,FIN,Aho I,0,0,0,5.7166667,5.6,0,17,Liberals,67,602,0.5,5.2452135,0,0,0.021276595,0,0.005025126,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,7,0,0,1991,0.031390134,0.03015873,0.025455391,FIN,Aho I,0,0,0,6.3916667,5.8,0,17,Finnish Party -- True Finns,67,602,3.5,5.2452135,0,0,0.04255319,0,0.035175879,0,0,0,0,1,0,0,0,0,0,0,0,0
FP,24,1,0,2010,0.10483871,0.092857145,0.085517757,SWE,Reinfeldt II,0,1,0,6.1551111,5.5,1,12,Liberals,35,512,6.876791,4.5371952,1,0,0.098039217,0.083333336,0.068767905,0,0,0,0,0,0,0,0,0,0,0,0,1
V,19,0,0,2010,0.056451611,0.050000001,0.055054851,SWE,Reinfeldt II,0,0,0,1.5791111,1.2,0,12,Left Party (Communists),35,512,5.4441261,4.5371952,1,0,0.05882353,0,0.054441262,0,0,0,0,0,0,0,0,0,0,0,0,1
M,107,1,1,2010,0.21774194,0.25,0.25901017,SWE,Reinfeldt II,0,1,1,7.7642222,7.7,7,12,Moderate Party,35,512,30.659025,4.5371952,1,0,0.23529412,0.58333331,0.30659026,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,25,0,0,2010,0.12096774,0.10714286,0.092616811,SWE,Reinfeldt II,0,0,0,3.3733334,,0,12,Greens,35,512,7.1633239,4.5371952,1,0,0.11764706,0,0.071633235,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,112,0,0,2010,0.29838711,0.32142857,0.31242198,SWE,Reinfeldt II,0,0,0,3.3653333,2.9,0,12,Social Democrats,35,512,32.09169,4.5371952,1,0,0.27450982,0,0.32091689,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,19,1,0,2010,0.056451611,0.050000001,0.055117704,SWE,Reinfeldt II,0,1,0,7.0141667,,1,12,Christian Democrats,35,512,5.4441261,4.5371952,1,0,0.05882353,0.083333336,0.054441262,0,0,0,0,0,0,0,0,0,0,0,0,1
C,23,1,0,2010,0.072580643,0.06428571,0.079111494,SWE,Reinfeldt II,0,1,0,5.7886666,5.9,3,12,Centre Party,35,512,6.5902576,4.5371952,1,0,0.078431375,0.25,0.065902576,0,0,0,0,0,0,0,0,0,0,0,0,1
SD,20,0,0,2010,0.072580643,0.06428571,0.061149243,SWE,Reinfeldt II,0,0,0,,,0,12,Sweden Democrats,35,512,5.730659,4.5371952,1,0,0.078431375,0,0.057306591,0,0,0,0,0,0,0,0,0,0,0,0,1
PSD,81,0,0,2009,0.23076923,0.23333333,0.21660167,PRT,Socrates II,0,0,0,6.1769444,,0,17,Social Democratic Party,63,405,35.217392,3.13166,1,0,0.22222222,0,0.35217392,0,0,0,0,0,0,0,0,0,0,0,1,0
CDS-PP,21,0,0,2009,0.23076923,0.23333333,0.18752125,PRT,Socrates II,0,0,0,7.935,,0,17,People's Party,63,405,9.130435,3.13166,1,0,0.22222222,0,0.091304347,0,0,0,0,0,0,0,0,0,0,0,1,0
BE,16,0,0,2009,0.07692308,0.06666667,0.092905708,PRT,Socrates II,0,0,0,1.95,,0,17,Bloc of the Left,63,405,6.9565215,3.13166,1,0,0.11111111,0,0.069565214,0,0,0,0,0,0,0,0,0,0,0,1,0
CDU,15,0,0,2009,0.07692308,0.06666667,0.077873878,PRT,Socrates II,0,0,0,2.2233333,,0,17,Unified Democratic Coalition,63,405,6.521739,3.13166,1,0,0.11111111,0,0.065217391,0,0,0,0,0,0,0,0,0,0,0,1,0
PS,97,1,1,2009,0.38461539,0.40000001,0.4250975,PRT,Socrates II,0,1,1,4.0527778,,17,17,Socialist Party,63,405,42.173912,3.13166,1,0,0.33333334,1,0.42173913,0,0,0,0,0,0,0,0,0,0,0,1,0
CDU/CSU,319,1,1,1990,0.5,0.5,0.50929743,DEU,Kohl IV,0,1,1,6.1757778,6.7,15,20,Christian Democratic Union,54,445,40.483383,3.1724627,0,1,0.40000001,0.75,0.48776758,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,239,0,0,1990,0.16666667,0.16666667,0.1629487,DEU,Kohl IV,0,0,0,3.5988889,3.3,0,20,Social Democratic Party of Germany,54,445,36.102718,3.1724627,0,1,0.2,0,0.36544344,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,79,1,0,1990,0.16666667,0.16666667,0.1629487,DEU,Kohl IV,0,1,0,5.8064444,5.1,5,20,Free Democratic Party,54,445,11.933535,3.1724627,0,1,0.2,0.25,0.12079511,0,0,1,0,0,0,0,0,0,0,0,0,0
PDS,17,0,0,1990,0.16666667,0.16666667,0.1325684,DEU,Kohl IV,0,0,0,1.1830556,,0,20,Party for Democratic Socialism,54,445,2.5679758,3.1724627,0,1,0.2,0,0.025993884,0,0,1,0,0,0,0,0,0,0,0,0,0
FG,52,0,0,2007,0.069767445,0.085714288,0.09619157,IRL,Ahern III,0,0,0,6.4893333,6.8,0,15,Fine Gael (Familiy of the Irish),37,190,30.722891,3.0063276,0,1,0.11764706,0,0.30769232,0,0,0,0,0,1,0,0,0,0,0,0,0
LAB,20,0,0,2007,0.069767445,0.085714288,0.09619157,IRL,Ahern III,0,0,0,3.6788889,3.6,0,15,Labour Party,37,190,12.048193,3.0063276,0,1,0.11764706,0,0.1183432,0,0,0,0,0,1,0,0,0,0,0,0,0
NONE,5,0,0,2007,0.069767445,0.085714288,0.058340356,IRL,Ahern III,0,0,0,,,0,15,no party affiliation,37,190,3.0120482,3.0063276,0,1,0.11764706,0,0.029585799,0,0,0,0,0,1,0,0,0,0,0,0,0
SF,4,0,0,2007,0.023255814,0.01904762,0.044448413,IRL,Ahern III,0,0,0,2.031579,,0,15,Sinn Fein,37,190,2.4096386,3.0063276,0,1,0.05882353,0,0.023668639,0,0,0,0,0,1,0,0,0,0,0,0,0
PD,2,1,0,2007,0.023255814,0.01904762,0.021769013,IRL,Ahern III,0,1,0,7.9902778,,1,15,Progressive Democrats,37,190,1.2048193,3.0063276,0,1,0.05882353,0.06666667,0.01183432,0,0,0,0,0,1,0,0,0,0,0,0,0
FF,80,1,1,2007,0.67441863,0.61904764,0.61117673,IRL,Ahern III,0,1,1,5.9926667,6.3,12,15,Fianna Fail (Soldiers of Destiny),37,190,46.987953,3.0063276,0,1,0.41176471,0.80000001,0.47337279,0,0,0,0,0,1,0,0,0,0,0,0,0
GREENS,6,1,0,2007,0.069767445,0.085714288,0.071882337,IRL,Ahern III,0,1,0,2.4211111,,2,15,Green Party,37,190,3.6144578,3.0063276,0,1,0.11764706,0.13333334,0.035502959,0,0,0,0,0,1,0,0,0,0,0,0,0
GRUENE,8,0,0,1986,0,0,0.019406393,AUT,Vranitzky II,0,0,0,2.4916667,,0,17,The Greens -- The Green Alternative,59,235,4.3715849,2.633404,0,1,0,0,0.043715846,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,80,1,1,1986,0.33333334,0.33333334,0.34945673,AUT,Vranitzky II,0,1,1,3.6593333,3,7,17,Social Democratic Party of Austria,59,235,43.715847,2.633404,0,1,0.33333334,0.41176471,0.43715847,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,18,1,0,1986,0.33333334,0.33333334,0.31392694,AUT,Vranitzky II,0,0,0,8.2955556,6.8,0,17,Freedom Party of Austria,59,235,9.8360653,2.633404,0,1,0.33333334,0,0.098360658,1,0,0,0,0,0,0,0,0,0,0,0,0
OVP,77,0,0,1986,0.33333334,0.33333334,0.31720996,AUT,Vranitzky II,0,1,0,6.3666666,5.8,10,17,Austrian People's Party,59,235,42.076504,2.633404,0,1,0.33333334,0.58823532,0.42076501,1,0,0,0,0,0,0,0,0,0,0,0,0
KOK,40,1,0,2003,0.25925925,0.23809524,0.23159744,FIN,Jaatteenmaki,0,0,0,7.1597778,7.2,0,17,National Coalition Party,67,253,20,4.9297509,0,0,0.2,0,0.20100503,0,0,0,0,1,0,0,0,0,0,0,0,0
VAS,19,0,0,2003,0.037037037,0.03809524,0.04331531,FIN,Jaatteenmaki,0,0,0,2.3719444,,0,17,Left Alliance,67,253,9.5,4.9297509,0,0,0.06666667,0,0.095477387,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,53,1,0,2003,0.2962963,0.30476192,0.29606026,FIN,Jaatteenmaki,0,1,0,3.4931111,3,8,17,Social Democratic Party of Finland,67,253,26.5,4.9297509,0,0,0.26666668,0.47058824,0.26633167,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,3,0,0,2003,0,0,0.010384081,FIN,Jaatteenmaki,0,0,0,6.3916667,5.8,0,17,Finnish Party -- True Finns,67,253,1.5,4.9297509,0,0,0,0,0.015075377,0,0,0,0,1,0,0,0,0,0,0,0,0
KD,7,0,0,2003,0.037037037,0.03809524,0.029154345,FIN,Jaatteenmaki,0,0,0,7.2257778,6.8,0,17,Finnish Christian Union,67,253,3.5,4.9297509,0,0,0.06666667,0,0.035175879,0,0,0,0,1,0,0,0,0,0,0,0,0
RKP-SFP,8,1,0,2003,0.037037037,0.03809524,0.034300022,FIN,Jaatteenmaki,0,1,0,6.3257778,6.1,1,17,Swedish Peoples Party,67,253,4,4.9297509,0,0,0.06666667,0.05882353,0.040201005,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,14,0,0,2003,0.037037037,0.03809524,0.043216035,FIN,Jaatteenmaki,0,0,0,3.7008333,,0,17,Green League,67,253,7,4.9297509,0,0,0.06666667,0,0.070351757,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,55,1,1,2003,0.2962963,0.30476192,0.3119725,FIN,Jaatteenmaki,0,1,1,5.8053333,5.2,8,17,Centre Party,67,253,27.5,4.9297509,0,0,0.26666668,0.47058824,0.27638191,0,0,0,0,1,0,0,0,0,0,0,0,0
VB,17,0,0,2007,0.109083,0.10883839,0.10984766,BEL,Verhofstadt III,1,0,0,9.7272223,9.8,0,25,Flemish Block,64,401,11.333333,7.9113922,1,1,0.11333334,0,0.11333334,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,8,0,0,2007,0.051716644,0.0512987,0.05076012,BEL,Verhofstadt III,1,0,0,2.9113333,4.5,0,25,Confederated ecologists for the organisation of original struggles,64,401,5.3333335,7.9113922,1,1,0.053333335,0,0.053333335,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,4,0,0,2007,0.025641026,0.0247114,0.024339193,BEL,Verhofstadt III,1,0,0,2.8282222,4.5,0,25,Agalev -- Groen,64,401,2.6666667,7.9113922,1,1,0.026666667,0,0.026666667,0,1,0,0,0,0,0,0,0,0,0,0,0
MR,23,1,0,2007,0.15514994,0.15685426,0.15636802,BEL,Verhofstadt III,1,1,0,6.8216666,7.6,5,25,Reformist Movement,64,401,15.333333,7.9113922,1,1,0.15333334,0.2,0.15333334,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,10,0,0,2007,0.065623641,0.065187588,0.063538603,BEL,Verhofstadt III,1,0,0,5.5811111,6.3,0,25,Francophone Christian Social Party,64,401,6.6666665,7.9113922,1,1,0.06666667,0,0.06666667,0,1,0,0,0,0,0,0,0,0,0,0,0
LD,5,0,0,2007,0.032594524,0.031854257,0.030975116,BEL,Verhofstadt III,1,0,0,,,0,25,List Dedecker,64,401,3.3333333,7.9113922,1,1,0.033333335,0,0.033333335,0,1,0,0,0,0,0,0,0,0,0,0,0
SPA/SPIRIT,14,0,0,2007,0.088222511,0.087012984,0.087687775,BEL,Verhofstadt III,1,1,0,3.3511111,,7,25,Socialist Party Different / Social Liberal Party,64,401,9.333333,7.9113922,1,1,0.093333334,0.28,0.093333334,0,1,0,0,0,0,0,0,0,0,0,0,0
FN,1,0,0,2007,0.006518905,0.006060606,0.007353907,BEL,Verhofstadt III,1,0,0,9.8888893,,0,25,National Front,64,401,0.66666669,7.9113922,1,1,0.006666667,0,0.006666667,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,18,1,0,2007,0.11777488,0.1183622,0.11722241,BEL,Verhofstadt III,1,1,1,6.9802778,7.8,8,25,Party of Liberty and Progress,64,401,12,7.9113922,1,1,0.12,0.31999999,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,20,1,0,2007,0.1299435,0.13066378,0.13278006,BEL,Verhofstadt III,1,1,0,3.1588889,2.5,5,25,Francophone Socialist Party,64,401,13.333333,7.9113922,1,1,0.13333334,0.2,0.13333334,0,1,0,0,0,0,0,0,0,0,0,0,0
CD&V/N-VA,30,1,1,2007,0.21773142,0.21915585,0.21912713,BEL,Verhofstadt III,1,0,0,,,0,25,Christian-Democrat and Flemish/New Flemish Alliance,64,401,20,7.9113922,1,1,0.2,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0
FPO,18,1,0,2002,0.16666667,0.16666667,0.17184949,AUT,Schuessel II,1,1,0,8.2955556,6.8,4,11,Freedom Party of Austria,59,365,9.8360653,2.8832545,0,1,0.2,0.40000001,0.098360658,1,0,0,0,0,0,0,0,0,0,0,0,0
